movie_id,title,genre,duration_min,avg_rating,year,pace,director,description
M236,Interstellar Part II,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M237,The Matrix Part II,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M238,Avatar Part II,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M239,Gladiator Part II,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M240,The Dark Knight Part II,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M242,The Conjuring Part II,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M243,La La Land Part II,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M244,The Hangover Part II,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M245,Seven Part II,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M246,Spirited Away Part II,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M247,Pulp Fiction Part II,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M248,Titanic Part II,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M249,Superbad Part II,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M250,Get Out Part II,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M251,Blade Runner 2049 Part II,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M252,Parasite Part II,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M253,Inception Part III,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M254,Interstellar Part III,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M255,The Matrix Part III,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M256,Avatar Part III,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M257,Gladiator Part III,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M258,The Dark Knight Part III,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M259,Toy Story Part III,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M260,The Conjuring Part III,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M261,La La Land Part III,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M262,The Hangover Part III,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M263,Seven Part III,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M264,Spirited Away Part III,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M265,Pulp Fiction Part III,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M266,Titanic Part III,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M267,Superbad Part III,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M268,Get Out Part III,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M269,Blade Runner 2049 Part III,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M270,Parasite Part III,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M271,Inception The Return,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M272,Interstellar The Return,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M273,The Matrix The Return,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M274,Avatar The Return,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M275,Gladiator The Return,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M276,The Dark Knight The Return,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M277,Toy Story The Return,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M278,The Conjuring The Return,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M279,La La Land The Return,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M280,The Hangover The Return,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M281,Seven The Return,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M282,Spirited Away The Return,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M283,Pulp Fiction The Return,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M284,Titanic The Return,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M285,Superbad The Return,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M286,Get Out The Return,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M287,Blade Runner 2049 The Return,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M288,Parasite The Return,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M289,Inception Forever,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M290,Interstellar Forever,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M291,The Matrix Forever,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M292,Avatar Forever,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M293,Gladiator Forever,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M294,The Dark Knight Forever,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M295,Toy Story Forever,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M296,The Conjuring Forever,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M297,La La Land Forever,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M298,The Hangover Forever,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M299,Seven Forever,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M300,Spirited Away Forever,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M301,Pulp Fiction Forever,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M302,Titanic Forever,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M303,Superbad Forever,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M304,Get Out Forever,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M305,Blade Runner 2049 Forever,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M306,Parasite Forever,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M307,Inception The Next Generation,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M308,Interstellar The Next Generation,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M309,The Matrix The Next Generation,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M310,Avatar The Next Generation,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M311,Gladiator The Next Generation,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M312,The Dark Knight The Next Generation,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M313,Toy Story The Next Generation,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M314,The Conjuring The Next Generation,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M315,La La Land The Next Generation,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M316,The Hangover The Next Generation,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M317,Seven The Next Generation,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M318,Spirited Away The Next Generation,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M319,Pulp Fiction The Next Generation,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M320,Titanic The Next Generation,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M322,Get Out The Next Generation,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M323,Blade Runner 2049 The Next Generation,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M324,Parasite The Next Generation,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M325,Inception Chronicles,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M326,Interstellar Chronicles,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M327,The Matrix Chronicles,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M328,Avatar Chronicles,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M329,Gladiator Chronicles,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M330,The Dark Knight Chronicles,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M331,Toy Story Chronicles,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M332,The Conjuring Chronicles,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M333,La La Land Chronicles,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M334,The Hangover Chronicles,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M335,Seven Chronicles,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M336,Spirited Away Chronicles,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M337,Pulp Fiction Chronicles,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M338,Titanic Chronicles,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M339,Superbad Chronicles,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M340,Get Out Chronicles,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M341,Blade Runner 2049 Chronicles,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M342,Parasite Chronicles,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M343,Inception Anniversary Edition,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M344,Interstellar Anniversary Edition,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M345,The Matrix Anniversary Edition,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M346,Avatar Anniversary Edition,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M347,Gladiator Anniversary Edition,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M348,The Dark Knight Anniversary Edition,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M349,Toy Story Anniversary Edition,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M350,The Conjuring Anniversary Edition,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M351,La La Land Anniversary Edition,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M352,The Hangover Anniversary Edition,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M353,Seven Anniversary Edition,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M354,Spirited Away Anniversary Edition,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M355,Pulp Fiction Anniversary Edition,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M356,Titanic Anniversary Edition,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M357,Superbad Anniversary Edition,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M358,Get Out Anniversary Edition,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M359,Blade Runner 2049 Anniversary Edition,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M360,Parasite Anniversary Edition,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M361,Inception Director's Cut,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M362,Interstellar Director's Cut,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M363,The Matrix Director's Cut,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M364,Avatar Director's Cut,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M365,Gladiator Director's Cut,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M366,The Dark Knight Director's Cut,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M367,Toy Story Director's Cut,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M368,The Conjuring Director's Cut,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M369,La La Land Director's Cut,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M370,The Hangover Director's Cut,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M371,Seven Director's Cut,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M372,Spirited Away Director's Cut,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M373,Pulp Fiction Director's Cut,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M374,Titanic Director's Cut,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M375,Superbad Director's Cut,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M376,Get Out Director's Cut,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M377,Blade Runner 2049 Director's Cut,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M378,Parasite Director's Cut,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M379,Inception Final Cut,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M380,Interstellar Final Cut,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M381,The Matrix Final Cut,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M382,Avatar Final Cut,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M383,Gladiator Final Cut,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M384,The Dark Knight Final Cut,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M385,Toy Story Final Cut,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M386,The Conjuring Final Cut,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M387,La La Land Final Cut,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M388,The Hangover Final Cut,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M389,Seven Final Cut,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M390,Spirited Away Final Cut,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M391,Pulp Fiction Final Cut,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M392,Titanic Final Cut,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M393,Superbad Final Cut,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M394,Get Out Final Cut,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M395,Blade Runner 2049 Final Cut,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M396,Parasite Final Cut,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M397,Inception Gold Edition,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M398,Interstellar Gold Edition,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M399,The Matrix Gold Edition,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M400,Avatar Gold Edition,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M402,The Dark Knight Gold Edition,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M403,Toy Story Gold Edition,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M404,The Conjuring Gold Edition,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M405,La La Land Gold Edition,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M406,The Hangover Gold Edition,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M407,Seven Gold Edition,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M408,Spirited Away Gold Edition,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M409,Pulp Fiction Gold Edition,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M410,Titanic Gold Edition,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M411,Superbad Gold Edition,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M412,Get Out Gold Edition,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M413,Blade Runner 2049 Gold Edition,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M414,Parasite Gold Edition,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M415,Inception Redux,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M416,Interstellar Redux,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M417,The Matrix Redux,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M418,Avatar Redux,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M419,Gladiator Redux,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M420,The Dark Knight Redux,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M421,Toy Story Redux,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M422,The Conjuring Redux,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M423,La La Land Redux,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M424,The Hangover Redux,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M425,Seven Redux,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M426,Spirited Away Redux,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M427,Pulp Fiction Redux,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M428,Titanic Redux,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M429,Superbad Redux,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M430,Get Out Redux,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M431,Blade Runner 2049 Redux,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M432,Parasite Redux,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
M433,Inception Beyond,sci-fi,148,4.8,2010,slow,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M434,Interstellar Beyond,sci-fi,169,4.7,2026,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M435,The Matrix Beyond,action,136,4.2,1999,fast,Lana Wachowski,Synopsis de test généré par le pipeline de données Pandas.
M436,Avatar Beyond,thriller,120,4.1,2009,slow,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M437,Gladiator Beyond,drama,155,4.2,2000,fast,Ridley Scott,Synopsis de test généré par le pipeline de données Pandas.
M438,The Dark Knight Beyond,action,152,4.9,2008,fast,Christopher Nolan,Synopsis de test généré par le pipeline de données Pandas.
M439,Toy Story Beyond,animation,81,4.3,1995,slow,John Lasseter,Synopsis de test généré par le pipeline de données Pandas.
M440,The Conjuring Beyond,horror,112,3.9,2013,fast,James Wan,Synopsis de test généré par le pipeline de données Pandas.
M441,La La Land Beyond,romance,128,4.2,2016,fast,Damien Chazelle,Synopsis de test généré par le pipeline de données Pandas.
M442,The Hangover Beyond,comedy,100,3.8,2009,slow,Todd Phillips,Synopsis de test généré par le pipeline de données Pandas.
M443,Seven Beyond,thriller,127,4.6,1995,fast,David Fincher,Synopsis de test généré par le pipeline de données Pandas.
M444,Spirited Away Beyond,animation,125,4.8,2001,fast,Hayao Miyazaki,Synopsis de test généré par le pipeline de données Pandas.
M445,Pulp Fiction Beyond,drama,154,4.5,1994,slow,Quentin Tarantino,Synopsis de test généré par le pipeline de données Pandas.
M446,Titanic Beyond,romance,194,4.0,1997,fast,James Cameron,Synopsis de test généré par le pipeline de données Pandas.
M447,Superbad Beyond,comedy,113,3.7,2007,fast,Greg Mottola,Synopsis de test généré par le pipeline de données Pandas.
M448,Get Out Beyond,horror,104,4.1,2017,slow,Jordan Peele,Synopsis de test généré par le pipeline de données Pandas.
M449,Blade Runner 2049 Beyond,sci-fi,164,4.4,2017,fast,Denis Villeneuve,Synopsis de test généré par le pipeline de données Pandas.
M450,Parasite Beyond,thriller,132,4.6,2019,fast,Bong Joon Ho,Synopsis de test généré par le pipeline de données Pandas.
